Thorfare_ID,street_name,road_start,road_finish,new_area_code,Impact No,year_built,yr_last_repaired,in_charge,Irish
30505,BALLYBOGGAN INDUSTRIAL ESTATE,BALLYBOGGAN ROAD,,2,,0,,N,
201787,BALLYBOGGAN ROAD,RATOATH ROAD,FINGLAS ROAD,1,3,,1973,Y ,Bóthar Bhaile Uí Bhogáin 
160868,BALLYBOUGH AVENUE,SPRING GARDEN LANE,,1,,,0,Y ,Ascaill  Bhaile Bocht  
30699,BALLYBOUGH COTTAGES,BALLYBOUGH ROAD,,1,,,0,Y ,Iostáin Bhaile Bocht
30492,BALLYBOUGH COURT,BALLYBOUGH AVENUE,,1,,,0,N ,Cúirt  Bhaile Bocht 
30467,BALLYBOUGH LANE,BALLYBOUGH ROAD,,1,,,1940,Y ,Lána Bhaile Bocht
155749,BALLYBOUGH ROAD,SUMMERHILL PLACE,RICHMOND ROAD,1,3,,1940,Y ,Bóthar Bhaile Bocht 
219355,BALLYFERMOT AVENUE,KYLEMORE AVE,BALLYFERMOT ROAD,4,,,1940,Y ,Ascaill Baile Thormaid 
219354,BALLYFERMOT CRESCENT,BALLYFERMOT AVENUE,BALLYFERMOT AVENUE,4,,,1940,Y ,Corrán Baile Thormaid  
219356,BALLYFERMOT DRIVE,BALLYFERMOT PARADE,BALLYFERMOT AVE.,4,,,1940,Y ,Ascaill Baile Thormaid 
219357,BALLYFERMOT PARADE,KYLEMORE AVE,BALLYFERMOT ROAD,4,,,1940,Y ,Paráid Bhaile Thormod  
211920,BALLYFERMOT ROAD,SARSFIELD ROAD,CO.BORO. BOUNDARY,4,3,,1984,Y ,Bóthar Baile Thormaid  
211920,BALLYFERMOT ROAD,SARSFIELD ROAD,CO.BORO. BOUNDARY,4,3,,1983,Y ,Bóthar Baile Thormaid  
211920,BALLYFERMOT ROAD,SARSFIELD ROAD,CO.BORO. BOUNDARY,4,3,,1975,Y ,Bóthar Baile Thormaid  
211920,BALLYFERMOT ROAD,SARSFIELD ROAD,CO. BORO. BOUNDARY,4,3,,1984,Y ,Bóthar Baile Thormaid  
304072,BALLYGALL AVENUE,BALLYGALL ROAD WEST,FINGLAS PARK,2,,,1940,Y ,Ascaill Bhaile Gall 
278253,BALLYGALL CRESCENT,BALLYGALL PARADE,GLASANAON ROAD,2,,,1940,Y ,Corrán Bhaile Gall  
278253,BALLYGALL CRESCENT,BALLYGALL PARADE,GLASANAON ROAD,2,,,1940,Y ,
277433,BALLYGALL PARADE,BALLYGALL CRESCENT,BALLYGALL ROAD WEST,2,,,1940,Y ,Paráid Bhaile Gall  
278325,BALLYGALL PLACE,GLASANAON ROAD,BALLYGALL CRESCENT,2,,,1940,Y ,Plás Bhaile Gall 
186177,BALLYGALL ROAD EAST,BENEVIN ROAD,GRIFFITH AVE. EXT.,2,2,,1986,Y ,
186177,BALLYGALL ROAD EAST,BENEVIN ROAD,GRIFFITH AVENUE EXT.,2,2,,1940,Y ,
54988,BALLYGALL ROAD WEST,MAIN STREET,GLASNEVIN AVENUE,2,4,,1940,Y ,
54988,BALLYGALL ROAD WEST,MAIN STREET,GLASNEVIN AVENUE,2,4,,1940,Y ,
54988,BALLYGALL ROAD WEST,MAIN STREET,GLASNEVIN AVENUE,2,4,,1972,Y ,
163622,BALLYHOY AVENUE,WADE'S AVENUE,WATERFALL ROAD,3,,,1940,Y ,Ascaill Bhaile Thuaidh 
161873,BALLYMUN ROAD,SHANGAN ROAD,OLD FINGLAS ROAD,2,3,,1972,Y ,Bóthar Bhaile Munna 
161873,BALLYMUN ROAD,SHANGAN ROAD,OLD FINGLAS ROAD,1,3,0,1972,Y,Bothar Bhaile Munna
161873,BALLYMUN ROAD,SHANGAN ROAD,OLD FINGLAS ROAD,2,3,,1975,Y ,Bóthar Bhaile Munna 
268899,BALLYNEETY ROAD,DECIES ROAD,LANDEN ROAD,4,,,1984,Y ,Bóthar Bhaile an Fhaoitigh  
318867,BALLYSHANNON AVENUE,LORCAN GREEN,CASTLETIMON ROAD,3,,,1940,Y ,Ascaill Bhéal átha Sheanaidh
318867,BALLYSHANNON AVENUE,LORCAN ROAD,CASTLETIMON ROAD,3,,,1940,Y ,Ascaill Bhéal átha Sheanaidh
319223,BALLYSHANNON ROAD,TRIM ROAD,BALLYSHANNON AVENUE,3,,,1940,Y ,Bóthar Bhéal átha Sheanaidh 
319223,BALLYSHANNON ROAD,TRIM ROAD,BALLYSHANNON AVENUE,3,,,1940,Y ,Bóthar Bhéal átha Sheanaidh 
186460,BANGOR DRIVE,CRUMLIN ROAD,OLD COUNTY ROAD,4,,,1940,Y ,Céide Beannchar
186467,BANGOR ROAD,OLD COUNTY ROAD,PODDLE PARK,4,2,,1982,Y ,Bóthar Beannchar 
186467,BANGOR ROAD,OLD COUNTY ROAD,PODDLE PARK,4,2,,1982,Y ,Bóthar Beannchar 
201788,BANN ROAD,NORE ROAD,LAGAN ROAD,1,,,1940,Y,Bóthar an Bhanna 
126176,BANNAVILLE,MOUNTPLEASANT AVENUE,MOUNTPLEASANT TERRACE,5,,,1940,Y ,Bainbhil 
203206,BANNOW ROAD,FASSAUGH AVENUE,,1,,,1940,Y ,Bóthar an Bhainbh
203206,BANNOW ROAD,FASSAUGH AVENUE,,3,,,1967,Y ,Bóthar an Bhainbh
153888,BANTRY ROAD,HOME FARM ROAD,GRIFFITH AVENUE,1,,,1940,Y ,Bóthar Beanntraí 
30442,BANVILLE AVENUE,LE BROCQUY AVENUE,PARK WEST ROAD,4,,2001,2001,N,
242770,BARGY ROAD,EAST ROAD -,,1,,,1940,Y ,Bóthar Uí Baire
201516,BARNAMORE CRESCENT,BARNAMORE PARK,,2,,,0,Y ,Corran Bhearna Mór  
201499,BARNAMORE GROVE,BARNAMORE CRESCENT,,2,,,0,Y ,Garran Bhearna Mór  
201568,BARNAMORE PARK,ST. HELENA'S ROAD,,2,,,0,Y ,Páirc Bhearna Mór
30507,BARNEWALL DRIVE,MAREWOOD CRESCENT,,2,,2001,2001,N,
36453143,BARNVILLE GREEN,BARNAVILLE WALK,,4,,2003,2003,N,
36453143,BARNVILLE PARK,CHERRY ORCHARD COURT,,4,,2001,2001,N,
30320,BARNVILLE WALK,BARNAVILLE AVENUE,BARNAVILLE GREEN,4,,2003,2003,N,
30571,BAROMA,KIMMAGE ROAD LWR,,4,,1986,,N,
131812,BARRACK LANE,IRISHTOWN ROAD,BATH STREET,5,,,1940,Y ,Lána na Bearraire
37878061,BARRACK LANE,CHURCH STREET FINGLAS,,2,,,1940,Y ,Lána na Bearraire
207037,BARRON PLACE,O NEACHTAIN,,1,,,1940,Y ,Plás Barún  
203217,BARROW ROAD,LAGAN ROAD,MOYLE ROAD,1,,,1941,Y ,Bóthar Bearbha 
47303,BARROW STREET,RINGSEND ROAD,GRAND CANAL STREET UPPER,5,,,1940,Y ,Sráid Bearbha  
47303,BARROW STREET,RINGSEND ROAD,GRAND CANAL STREET UPPER,5,,,1940,Y ,Sráid Bearbha  
23390,BARRY AVENUE,CASEMENT ROAD,CAPPAGH ROAD,2,,,1940,Y ,Ascaill de Barra 
583712,BARRY CLOSE,BARRY DRIVE,,2,,1995,0,N ,Clós de Barra  
27622,BARRY DRIVE,CAPPAGH AVENUE,BARRY AVENUE,2,,,1940,Y ,Céide de Barra 
27616,BARRY GREEN,BARRY PARK,KILDONAN ROAD,2,,,1940,Y ,Faiche de Barra
27615,BARRY PARK,BARRY ROAD,BARRY GREEN,2,,,1940,Y ,Páirc de Barra 
27617,BARRY ROAD,KILDONAN ROAD,BARRY AVENUE,2,,,1940,Y ,Bóthar de Barra
282109,BARRYSCOURT ROAD,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,3,2,,1940,Y ,Bóthar Chúirt de Barra 
282109,BARRYSCOURT ROAD,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,3,2,,1940,Y ,Bóthar Chúirt de Barra 
282109,BARRYSCOURT ROAD,GREENCASTLE ROAD,OSCAR TRAYNOR ROAD,3,2,,0,Y ,Bóthar Chúirt de Barra 
186315,BASIN STREET LOWER,JAMES STREET,BASIN STREET UPPER,4,,,1940,Y ,
197456,BASIN STREET UPPER,BASIN STREET LOWER,,4,,,1986,Y ,
47691,BASS PLACE,BOYNE STREET,FENIAN STREET,5,,,1940,Y ,Plás Bhas
122699,BATH AVENUE,SHELBOURNE ROAD,LONDONBRIDGE ROAD,5,3,,1962,Y ,Ascaill an Ionnlait 
122693,BATH AVENUE GARDENS,BATH AVENUE,DERRYNANE GARDENS,5,,,1940,Y ,Gairdíní Ascaill an Lonnlait
122698,BATH AVENUE PLACE,BATH AVENUE,SOUTH LOTTS ROAD,5,,,1940,Y ,Plás Ascaill an Ionnlait 
219150,BATH LANE,HILL STREET,,1,,,1940,Y ,Lána an Ionnlait 
131811,BATH STREET,IRISHTOWN ROAD,CHURCH AVENUE,5,4,,1940,Y ,Sráid an Ionnlait
171619,BAYMOUNT PARK,MOUNT PROSPECT AVENUE,,3,,,1940,Y ,Páirc árd an Cuain  
160867,BAYVIEW AVENUE,BALLYBOUGH ROAD,NORTH STRAND ROAD,1,,,1971,Y ,Ascaill Radharc an  Chuain  
143524,BEACH AVENUE,BEACH ROAD,,5,,,1940,Y ,Ascaill an Chladaigh
143164,BEACH DRIVE,BEACH ROAD,,5,,,1940,Y ,Céide an Chladaigh  
131802,BEACH ROAD,CHURCH AVENUE,NEWGROVE AVENUE,5,3,,1964,Y ,Bóthar an Chladaigh 
122836,BEATTY'S AVENUE,MERRION ROAD,,5,,1971,,Y,
30812,BEAU PARK AVENUE,MAIN STREET,BEAU PARK SQUARE,3,0,2009,2009,N,
30813,BEAU PARK CLOSE,BEAU PARK ROW,,3,0,2009,2009,N,
30814,BEAU PARK CRESCENT,BEAU PARK AVENUE,BEAU PARK ROAD,3,0,2009,2009,N,
30815,BEAU PARK MEWS,BEAU PARK CRESCENT,STATION WAY,3,0,2009,2009,N,
30818,BEAU PARK PLACE,BEAU PARK ROW,BEAU PARK STREET,3,0,2009,2009,N,
30816,BEAU PARK ROAD,BEAU PARK SQUARE,RAILWAY ROAD,3,0,2009,2009,N,
30817,BEAU PARK ROW,GRANGE LODGE AVENUE,BEAU PARK AVENUE,3,0,2009,2009,N,
30819,BEAU PARK SQUARE,BEAU PARK AVENUE,BEAU PARK TERRACE,3,0,2009,2009,N,
30811,BEAU PARK STREET,GRANGE LODGE AVENUE,RAILWAY ROAD,3,0,2009,2009,N,
30819,BEAU PARK TERRACE,MAIN STREET,BEAU PARK SQUARE,3,0,2009,2009,N,
30626,BEAUMONT COURT,,,3,,0,1999,N,
292050,BEAUMONT CRESCENT,BEAUMONT ROAD,,3,,,1940,Y ,Corrán Beaumont
297477,BEAUMONT GROVE,BEAUMONT ROAD,,3,,,1941,Y ,Garran Beaumont
291191,BEAUMONT ROAD,COLLINS AVENUE WEST,,3,3,,1940,Y ,Bóthar Beaumont
291191,BEAUMONT ROAD,COLLINS AVENUE WEST,,3,3,,1965,Y ,Bóthar Beaumont
291191,BEAUMONT ROAD,COLLLINS AVENUE WEST,,3,3,,1940,Y ,Bóthar Beaumont
27094747,BEAUMONT WOODS,BEAUMONT ROAD,,3,,1997,1997,Y,
268927,BEAUVALE PARK,SKELLYS LANE,,3,,,0,Y ,
36386416,BEAVER CLOSE,BEAVER STREET,,1,,1995,0,N ,
413560,BEAVER ROW,DONNYBROOK ROAD,CITY BOUNDARY,5,2,,1990,Y ,
122541,BEAVER STREET,FOLEY STREET,RAILWAY STREET,1,,,1968,Y ,Sráid na mBéabhar
30532,BEDFORD LANE,BEDFORD ROW,ASTON PLACE,5,,,0,Y ,Lána Bedford
40411,BEDFORD ROW,FLEET STREET,ASTON QUAY,5,,,1986,Y ,Rae Bedford 
398015,BEECH HILL AVENUE,BEECH HILL DRIVE,BEAVER ROW,5,,,1940,Y ,Ascaill Cnoc Bheitheach
30391,BEECH HILL COURT,BEECH HILL ROAD,,5,,0,,N,
413415,BEECH HILL CRESCENT,,,5,,0,,Y,
398016,BEECH HILL DRIVE,BEECH HILL AVENUE,,5,,,0,Y ,Céide Cnoc Bheitheach  
376628,BEECH HILL ROAD,CLONSKEAGH ROAD,BEAVER ROAD,5,2,,1980,Y ,Bóthar Cnoc Bheitheach 
413414,BEECH HILL TERRACE,,,5,,0,,Y,
250203,BEECHBROOK GROVE,KILFENORA AVENUE,,3,,,0,Y ,Garrán Shruthán na bhFeánna 
376617,BEECHDALE MEWS,PALMERSTON ROAD,,5,,,0,N ,Eachlann Gleanntán Bheitheach  
268021,BEECHLAWN AVENUE,OSCAR TRAYNOR ROAD,KILMORE ROAD,3,,,0,Y ,
284801,BEECHLAWN CLOSE,KILMORE DRIVE,BEECH LAWN GROVE,3,,,0,Y ,Clós Phlásóg na bhFeánna 
30497,BEECHLAWN DRIVE,OSCAR TRAYNOR ROAD,,3,,2002,2002,N,
234853,BEECHLAWN GREEN,COOLOCK AVENUE,ST.BRENDANS TERRACE,3,,,0,Y ,
232122,BEECHLAWN GROVE,KILMORE DRIVE,BEECHLAWN GREEN,3,,,0,Y ,
232122,BEECHLAWN GROVE,BEECHLAWN GREEN,ST BRENDANS TERRACE,3,,,0,Y ,
30700174,BEECHLAWN WAY,RATHFARNHAM ROAD,,5,,0,1966,Y,
571615,BEECHMOUNT COURT,GLASNEVIN HILL,,1,,,1990,N ,
232049,BEECHPARK AVENUE,COOLOCK VILLAGE,BRENDAN TERRACE,3,,,0,Y ,Ascaill na Feapháirc
232146,BEECHPARK COURT,COLOCK VILLAGE,,3,,,0,Y ,Cúirt na Feápháirc  
337127,BEECHWOOD AVENUE LOWER,RANELAGH,BEECHWOOD AVENUE LOWER,5,,,1940,Y ,Ascaill Choill na bhFeánna Iocht 
334179,BEECHWOOD AVENUE UPPER,BEECHWOOD ROAD,ALBANY ROAD,5,,,1940,Y ,Ascaill Choill na bhFeánna Uacht 
334175,BEECHWOOD PARK,DUNVILLE AVENUE,,5,,,1940,Y ,Páirc Coillbheathach
337119,BEECHWOOD ROAD,BEECHWOOD AVENUE LOWER,MOUNTAIN VIEW ROAD,5,,,1972,Y ,Bóthar Choill na bhFeánna
30652,BEGGAR'S BUSH COURT,SHELBOURNE ROAD,,5,,1995,0,N ,
230629,BELCAMP AVENUE,,,3,,0,,Y,
230629,BELCAMP AVENUE,,,3,,0,,Y,
230374,BELCAMP CRESCENT,,,3,,0,,Y,
230375,BELCAMP GARDENS,BELCAMP CRESCENT,,3,,,0,Y ,
230631,BELCAMP GREEN,DARNDALE SERVICE ROAD,BELCAMP AVENUE,2,,1985,0,Y ,
230630,BELCAMP GROVE,DARNDALE SERVICE ROAD,,3,,,0,Y ,
230630,BELCAMP GROVE,DARNDALE SERVICE ROAD,,3,,,0,Y ,
274089,BELCAMP LANE,MALAHIDE ROAD,CO. BOUNDARY,3,,,0,Y ,
282909,BELCLARE AVENUE,BELCLARE CRESCENT,,2,,,0,Y ,Ascaill Bhéal Chláir
283362,BELCLARE CRESCENT,BELCLARE DRIVE,,2,,,0,Y ,Corrán Bhéal Chláir 
282942,BELCLARE DRIVE,BALBUTCHER LANE,BELCLARE LANE,2,,,0,Y ,Céide Bhéal Chláir  
281769,BELCLARE GREEN,BELCLARE DRIVE,BELCLARE LAWNS,2,,,0,Y ,Faiche Bhéal Chláir 
282476,BELCLARE GROVE,BELCLARE DRIVE,BELCLARE WAY,2,,,0,Y ,Garrán Bhéal Chláir 
281708,BELCLARE LAWNS,BELCLARE GREEN,,2,,,0,Y ,Plásóga Bhéal Chláir
282588,BELCLARE PARK,BALBUTCHER LANE,,2,,,0,Y ,Páirc Bhéal Chláir  
282569,BELCLARE TERRACE,BELCLARE AVENUE,,2,,,0,Y ,Ardán Bhéal Chláir  
281731,BELCLARE WAY,BELCLARE GROVE,BELCLARE GREEN,2,,,0,Y ,
30389,BELFIELD COURT,STILLORGAN ROAD,,5,,0,,N,
337122,BELGRAVE AVENUE,BELGRAVE ROAD,BELGRAVE SQUARE EAST,5,2,,1968,Y ,Ascaill Belgrave 
404537,BELGRAVE PLACE,CONTINUATION OF BELGRAVE SQUARE STH.    ,,5,,,1940,Y ,Plás  Belgrave 
334174,BELGRAVE ROAD,CHURCH AVENUE,DUNVILLE AVENUE,5,,,1966,Y ,Bóthar Belgrave
337124,BELGRAVE SQUARE EAST,BELGRAVE AVENUE,BELGRAVE SQUARE NORTH,5,2,,1968,Y ,Cearnóg Belgrave Thoir 
404523,BELGRAVE SQUARE NORTH,BELGRAVE SQUARE EAST,BELGRAVE SQUARE WEST,5,3,,1968,Y ,Cearnóg Belgrave Thuaidh 
337123,BELGRAVE SQUARE SOUTH,BELGRAVE PLACE,BELGRAVE SQUARE EAST,5,,,1961,Y ,Cearnóg Belgrave Theas 
404557,BELGRAVE SQUARE WEST,CASTLEWOOD AVENUE,BELGRAVE PLACE,5,,,1961,Y ,Cearnóg Belgrave Thiar 
212575,BELGROVE LAWN,BELGROVE PARK,LUCAN ROAD,4,,,1948,Y ,Plasóg Sárchoille
30878,BELGROVE PARK,MOUNT PROSPECT LAWNS,,4,,2003,2003,N,
212576,BELGROVE PARK,BELGROVE LAWN,LUCAN ROAD,4,,,1940,Y ,Páirc Sárchoille 
172754,BELGROVE ROAD,KINCORA ROAD,CLONTARF RAOD,3,,,1940,Y ,Bóthar Sárchoille
172754,BELGROVE ROAD,KINCORA ROAD,CLONTARF ROAD,3,,,1962,Y ,Bóthar Sárchoille
241254,BELLA AVENUE,BELLA STREET,,1,,,1972,Y ,Ascaill Náible 
241255,BELLA PLACE,OFF BELLA STREET,,1,,,1973,Y ,Plás Náible 
241232,BELLA STREET,BUCKINGHAM STREET UPPER,RUTLAND STREET LOWER,1,,,1973,Y ,Sráid Náible
36238267,BELLEVILLE,BLACKHORSE AVENUE,,1,,0,2000,N,
405389,BELLEVILLE AVENUE,RATHGAR ROAD,,5,,,1940,Y ,
30293,BELLEVUE,SOUTH CIRCULAR ROAD,,4,,2001,2001,N,
413255,BELLEVUE AVENUE,OFF MERRION ROAD,,5,,,1965,Y ,Ascaill an tSárRadhairc 
413046,BELLEVUE PARK AVENUE,BELLEVUE PARK,,5,,,1987,N ,
30506,BELLEVUE PARK INDUSTRIAL ESTATE,GRIFFITH AVENUE EXTENSION,,2,,,0,N ,
646484,BELLMANS WALK,FERRYMANS CROSSING,,1,,1994,0,N ,
54859,BELLS LANE,ELY PLACE UPPER,,5,,,1940,Y ,
54859,BELLS LANE,ELY PLACE UPPER,,5,,,1940,N,
30828,BELMAYNE AVENUE,?,MAIN STREET,3,0,2009,2009,N,
30840,BELMAYNE PARK EAST,BELMAYNE PARK SOUTH,BELMAYNE PARK NORTH,3,0,2009,2009,N,
30837,BELMAYNE PARK NORTH,CHURCHWELL AVENUE,BELMAYNE AVENUE,3,0,2009,2009,N,
30838,BELMAYNE PARK SOUTH,CHURCHWELL AVENUE,BELMAYNE AVENUE,3,0,2009,2009,N,
30841,BELMAYNE PARK WEST,BELMAYNE PARK SOUTH,BELMAYNE PARK NORTH,3,0,2009,2009,N,
376672,BELMONT AVENUE,MOREHAMPTON ROAD,SANDFORD ROAD,5,2,,1967,Y ,
30778,BELMONT COURT,BELMONT AVENUE,,5,,,0,N ,Cúirt Belmont  
376671,BELMONT GARDENS,BELMONT AVENUE,,5,,,1940,Y ,Gairdíní Belmont 
376673,BELMONT PARK,BELMONT AVENUE,,5,,,1967,Y ,Páirc Belmont  
179445,BELMONT PARK,RAHENY ROAD,,3,,,1989,Y ,Páirc Belmont
245061,BELMONT PLACE,GARDINER STREET MIDDLE,,1,,,1955,Y ,Plás Belmont
38498490,BELMONT SQUARE,BELMONT PARK,,3,,2001,2001,N,
376670,BELMONT VILLAS,BELMONT AVENUE,,5,,,1972,Y ,Bailtíní Belmont 
245473,BELTON PARK AVENUE,OFF BELTON PARK ROAD,,3,,,1973,Y ,Ascaill Pháirc Bhéalatúin
245472,BELTON PARK GARDENS,OFF BELTON PARK ROAD,,3,,,1940,Y ,Páirc Ghairdíní Bhéalatúin  
245474,BELTON PARK ROAD,DONNYCARNEY ROAD,COLLINS AVENUE,3,,,0,Y ,Páirc Bhóthar Bhealatúin 
245474,BELTON PARK ROAD,DONNYCARNEY ROAD,COLLINS AVENUE,3,,,1973,Y ,Páirc Bhóthar Bhealatúin 
245475,BELTON PARK VILLAS,DONNYCARNEY ROAD,,3,,,1940,Y ,Páirc Bhailtíní Bhealatúin  
31545664,BELVEDERE PLACE,MOUNTJOY SQUARE,NORTH CIRCULAR ROAD,1,,,1940,Y ,Plás Belbhidír 
30700,BELVEDERE SQUARE,BELVIDERE COURT,,1,,0,1997,N,
153858,BELVIDERE AVENUE,COLLEGE PLACE,NORTH CIRCULAR ROAD,1,,,1968,Y ,Ascaill Belbhidír
153855,BELVIDERE COURT,BELVIDERE PLACE,GARDINER STREET UPPER,1,,,1940,Y ,Cúirt Belbhidír
31546979,BELVIDERE ROAD,DORSET ST LOWER,NORTH CIRCULAR ROAD,1,3,,1963,Y ,Bóthar Belbhidír 
197467,BELVIEW,CRANE STREET,ROBERT STREET,4,,,1940,Y ,
313703,BEN EDAIR ROAD,GODFREY PLACE,HALLIDAY ROAD,1,,,1967,Y ,Bóthar Bhinn éadair 
153690,BENBULBIN AVENUE,BENBULBIN ROAD,LISSADEL AVENUE,4,,,1940,Y ,Ascaill Binn Gulbain
153689,BENBULBIN ROAD,DAVITT ROAD,KNOCKNAREA AVENUE,4,,,1940,Y ,Bóthar Bhinn Ghulbain  
130698,BENBURB STREET,QUEEN STREET,LIFFEY STREET WEST,1,3,,0,Y ,Sráid Bhinne Buirbe 
130698,BENBURB STREET,QUEEN STREET,LIFFEY STREET WEST,1,3,,1972,Y ,Sráid Bhinne Buirbe 
130698,BENBURB STREET,QUEEN STREET,LIFFEY STREET WEST,1,3,,1964,Y ,Sráid Bhinne Buirbe 
313655,BENEAVIN COURT,BALLYGALL RROAD EAST,,2,,1992,0,Y ,
312945,BENEAVIN DRIVE,BALLYMUN AVENUE,BENEAVIN ROAD,2,2,,1940,Y ,Céide Bheannaoibhinn
313544,BENEAVIN PARK,BENEAVIN ROAD,,2,,,1940,Y ,Páirc Beannaoibhinn 
313467,BENEAVIN ROAD,BALLYGALL ROAD EAST,BALLYMUN AVENUE,2,2,,1940,Y ,Bóthar Bheannaoibhinn  
185589,BENMADIGAN ROAD,BENBULBIN ROAD,,4,,,1940,Y ,Bóthar Bheann Mhadagáin
122714,BENSON STREET,SIR JOHN ROGERSON'S QUAY,HANOVER QUAY,5,,,1973,Y ,Sráid ó Beannacháin 
30877,BERACH LODGE,KILBARRACK ROAD,,3,0,0,,N,
30895,BEREHAVEN PLACE,704 HOWTH ROAD,,3,0,0,,N,
574624,BERESFORD AVENUE,GRIFFITH AVENUE,,3,,1989,0,Y ,
574469,BERESFORD GREEN,BERESFORD AVENUE,,3,,1989,0,Y ,
122565,BERESFORD LANE,GARDINER STREET LOWER,,1,,,1940,Y ,Lána Dúinsméara
574639,BERESFORD LAWN,BERESFORD AVENUE,,3,,1989,0,Y ,
122555,BERESFORD PLACE,EDEN QUAY,STORE STREET,1,5,,1965,Y ,Plás Dúinsméara
168924,BERESFORD STREET,NORTH KING STREET,MARY'S LANE,1,,,1940,Y ,Sráid Dúinsméara 
214305,BERKELEY AVENUE,BERKELEY ROAD,NELSON STREET,1,,,1940,Y ,Ascaill Bearclí
214303,BERKELEY PLACE,BERKELEY ROAD,,1,,,1940,Y ,Plás Bearclí
214304,BERKELEY ROAD,N.C.R.,BERKELEY AVENUE,1,3,,1940,Y ,Bóthar Bheirclí
30569,BERKELEY STREET,BERKELEY ROAD,BLESSINGTON STREET,1,3,,1940,Y ,Sráid Bearclí  
123621,BERKELEY TERRACE,SHELBOURNE ROAD,,5,,2000,2000,N,
261604,BERRYFIELD CRESCENT,BERRYFIELD ROAD,,2,,,0,Y ,Corrán Ghort na Sméara 
261580,BERRYFIELD DRIVE,BERRYFIELD ROAD,,2,,,0,Y ,Céide Ghort na Sméar
261784,BERRYFIELD ROAD,BERRYFIELD CRESCENT,,2,,,0,Y ,Bóthar Ghort na Sméar  
243772,BESSBOROUGH AVENUE,NORTH STRAND ROAD,,1,,,1970,Y ,Ascaill Beasbra
126170,BESSBOROUGH PARADE,MOUNT PLEASANT AVENUE UPPER,,5,,,1940,Y ,Paráid Beasbra 
238718,BETHESDA PLACE,DORSET STREET UPPER,,1,,,1940,Y ,
169313,BETTYGLEN,MAYWOOD GROVE,,3,,,0,Y ,
161629,BETTYSTOWN AVENUE,ALL SAINT'S ROAD,HOWTH ROAD,3,,,1940,Y ,Ascail Baile an Bhiataigh
30730,BIGGER LANE,BIGGER ROAD,,4,,0,1940,Y,
372537,BIGGER ROAD,CROMWELLSFORT ROAD,WALLACE ROAD,4,,,0,Y ,
40244,BISHOP STREET,BRIDE STREET,AUNGIER STREET,5,,,1940,Y ,Sráid an Easpaig 
143717,BLACK STREET,SULLIVAN STREET,FINDLATER STREET,1,,,1967,Y ,Sráid Mac Duibh
125268,BLACKBERRY LANE,RATHMINES ROAD LOWER,,5,,,1940,Y ,Lána na Sméar  
212661,BLACKDITCH DRIVE,CLADDAGH ROAD,BALLYFERMOT ROAD,4,,,1987,Y ,Céide Dubhchlaí
212662,BLACKDITCH ROAD,LE FANU ROAD,CHERRY ORCHARD AVENUE,4,,,1940,Y ,Bóthar Dubhchlaí 
212662,BLACKDITCH ROAD,LE FANU ROAD,CHERRY ORCHARD AVENUE,4,,,1972,Y ,Bóthar Dubhchlaí 
172893,BLACKHALL PARADE,BLACKHALL STREET,,1,,,0,N ,Paráid Blackhall 
130695,BLACKHALL PLACE,NORTH KING STREET,ELLIS QUAY,1,4,,1961,Y ,Plás Blackhall 
172894,BLACKHALL STREET,BLACKHALL PLACE,QUEEN STREET,1,,,1967,Y ,Sráid Blackhall
171249,BLACKHEATH AVENUE,BLACKHEATH PARK,,3,,,1940,Y ,Ascaill Dubh Fhraoich  
171248,BLACKHEATH COURT,BLACKHEATH PARK,,3,,,0,Y ,Cúirt Dubh Fhraoich 
171251,BLACKHEATH DRIVE,BLACKHEATH PARK,,3,,,1940,Y ,Céide Dubh Fhraoich 
263507,BLACKHEATH GARDENS,CASTLE AVENUE,,3,,,1940,Y ,Gairdíní Dubh Fhraoich 
210976,BLACKHEATH GROVE,BLACKHEATH PARK,,3,,,0,N ,Garrán Dubh Fhraoich
171250,BLACKHEATH PARK,VERNON AVENUE,CASTLE AVENUE,3,,,1987,Y ,Páirc an Fhraoich
145756,BLACKHORSE AVENUE,N.C.R.,CO.BOUNDARY,1,3,,1968,Y ,Ascaill an Chiarduibh  
145756,BLACKHORSE AVENUE,N.C.R.,CO.BOUNDARY,1,3,,1968,Y ,Ascaill an Chiarduibh  
247613,BLACKHORSE GROVE,BLACKHORSE AVENUE,,1,,,1981,Y ,Garrán an Chiarduibh
130712,BLACKPITTS,NEW ROW,CLARENCE MANGAN ROAD,4,,,1972,Y ,Na Cuithí Dubha
130712,BLACKPITTS,NEW ROW,CLARENCE MANGAN ROAD,4,,,1972,Y ,Na Cuithí Dubha
203214,BLACKWATER ROAD,MOYLE ROAD,LAGAN ROAD,1,,,1940,Y ,Bóthar Abba Mhór 
30434,BLADDER ALLEY,ARRAN STREET EAST,,1,,,0,Y ,Scabhat an Lamhnáin 
392647,BLARNEY PARK,CLOYNE ROAD,TONGUEFIELD ROAD,4,,,1986,Y ,Páirc Blarna
238706,BLESSINGTON COURT,BLESSINGTON STREET,BLESSINGTON PLACE,1,,,1940,Y ,Cúirt Bhaile Coimín 
238314,BLESSINGTON LANE,MOUNTJOY STREET,,1,,,1970,Y ,Lána Bhaile Coimín  
